access_right,imprint_publisher,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,related_identifiers,publication_type,references,title,upload_type,conceptdoi,files,format,xml_id
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Fischeidl, Kathrin', 'affiliation': 'Germanisches Nationalmuseum, Deutschland', 'orcid': '0000-0001-5508-7826'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711500,"['WissKI', 'Archive', 'CIDOC CRM', 'Modellierung', 'Archivierung', 'Daten', 'Metadaten', 'Software', 'virtuelle Forschungsumgebungen', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711500', 'recid': 7711500}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715309', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,das Deutsche Kunstarchiv auf neuen Wegen,poster,10.5281/zenodo.7711499,['DHd2023_178_Fischeidl_das Deutsche Kunstarchiv auf neuen Wegen_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Radisch, Erik', 'affiliation': 'Sächsische Akademie der Wissenschaften zu Leipzig, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711502,"['Neuronale Netze', 'Bildannotation', 'Semi-Automatisierung', 'Bilderfassung', 'Annotieren', 'Archivierung', 'Bilder', 'Forschungsprozess', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711502', 'recid': 7711502}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715454', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Buddhist Murals of Kucha on the Northern Silk Road. Ein Versuch der Semi-Automatisierung der Annotierung,poster,10.5281/zenodo.7711501,['DHd2023_183_Radisch_Buddhist Murals of Kucha on the Northern Silk Road Ein Versuch der Semi-Automatisierung_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Fischer, Tim', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0003-2560-5623'}, {'name': 'Eiser, Isabel', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0003-0923-3735'}, {'name': 'Schneider, Florian', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0003-4141-1415'}, {'name': 'Petersen-Frey, Fynn', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0001-6450-8100'}, {'name': 'Biemann, Chris', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0002-8449-9624'}, {'name': 'Koch, Gertraud', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0002-2457-3335'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711504,"['D-WISE', 'D-WISE Tool Suite', 'DWTS', 'WDA', 'GT', 'Wissenssoziologische Diskursanalyse', 'Grounded Theory', 'Datenerkennung', 'Entdeckung', 'Programmierung', 'Inhaltsanalyse', 'Annotieren', 'Webentwicklung', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711504', 'recid': 7711504}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715313', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,D-WISE - Digitale Wissenssoziologische Diskursanalyse,poster,10.5281/zenodo.7711503,['DHd2023_185_Fischer_D-WISE - Digitale Wissenssoziologische Diskursanalyse_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Ehlers, Lena', 'affiliation': 'Universität Stuttgart, Deutschland', 'orcid': '0000-0002-8860-3740'}, {'name': 'Andresen, Melanie', 'affiliation': 'Universität Stuttgart, Deutschland', 'orcid': '0000-0002-3913-1273'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711508,"['Drama', 'Annotation', 'Computational Literary Studies', 'Datenerkennung', 'Strukturanalyse', 'Annotieren', 'Literatur', 'Text', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711508', 'recid': 7711508}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715259', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Klassifikation von Figurenauf- und -abtritten in XML-kodierten Dramen,poster,10.5281/zenodo.7711507,['DHd2023_191_Ehlers_Klassifikation von Figurenauf- und -abtritten in XML-kodierten Dramen_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Holz, Alex', 'affiliation': 'Deutsches Literaturarchiv Marbach, Deutschland'}, {'name': 'Çakir, Dîlan Canan', 'affiliation': 'Deutsches Literaturarchiv Marbach, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711511,"['Literaturarchiv', 'Born-Digitals', 'Nachlass', 'Friedrich Kittler', 'NSRL', 'Datenerkennung', 'Bereinigung', 'Archivierung', 'Identifizierung', 'Literatur', 'Metadaten', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711511', 'recid': 7711511}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715546', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,"Vom Finden, Filtern und Auswerten der relevanten Daten im digitalen Nachlass von Friedrich Kittler im Deutschen Literaturarchiv Marbach",poster,10.5281/zenodo.7711510,"['DHd2023_192_Holz_Vom Finden, Filtern und Auswerten der relevanten Daten_b.pdf']",,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Börner, Ingo', 'affiliation': 'Universität Potsdam, Deutschland', 'orcid': '0000-0001-8294-2541'}, {'name': 'Fischer, Frank', 'affiliation': 'Freie Universität Berlin, Deutschland', 'orcid': '0000-0003-2419-6629'}, {'name': 'Giovannini, Luca', 'affiliation': 'Universität Potsdam'}, {'name': 'Lu, Christopher', 'affiliation': 'University of Oxford'}, {'name': 'Milling, Carsten', 'affiliation': 'Universität Potsdam, Deutschland'}, {'name': 'Skorinkin, Daniil', 'affiliation': 'Universität Potsdam, Deutschland', 'orcid': '0000-0002-1845-9974'}, {'name': 'Sluyter-Gäthje, Henny', 'affiliation': 'Universität Potsdam, Deutschland', 'orcid': '0000-0003-2969-3237'}, {'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'orcid': '0000-0002-1421-4320'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711513,"['corpus', 'drama', 'onboarding', 'Annotieren', 'Bearbeitung', 'Community-Bildung', 'Kollaboration', 'Literatur', 'Text', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711513', 'recid': 7711513}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715333', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Onboard onto DraCor. Prototyping Workflows to Homogenize Drama Corpora for an Open Infrastructure,poster,10.5281/zenodo.7711512,['DHd2023_199_Bo╠êrner_Onboard onto DraCor_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Frank, Laura', 'affiliation': 'Karlsruher Institut für Technologie, Deutschland'}, {'name': 'Eichhorst, Dana', 'affiliation': 'Freie Universität Berlin, Deutschland'}, {'name': 'Ullrich, Rebecca', 'affiliation': 'Freie Universität Berlin, Deutschland'}, {'name': 'Haddassah Wendl, Katharina', 'affiliation': 'Freie Universität Berlin, Deutschland'}, {'name': 'Martini, Annett', 'affiliation': 'Freie Universität Berlin, Deutschland'}, {'name': 'Tonne, Danah', 'affiliation': 'Karlsruher Institut für Technologie, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711515,"['Virtuelle Torarolle', 'Annotationen', 'Editionen', 'Tora', 'Midrasch', 'Tagin', 'Otijjot Meshunnot', 'Kodikologie', 'Transkription', 'Beziehungsanalyse', 'Annotieren', 'Manuskript', 'Standards', 'Visualisierung', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711515', 'recid': 7711515}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715864', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Schrifttradition digital: Rituell reine Torarollen in der jüdischen Diaspora,poster,10.5281/zenodo.7711514,['DHd2023_205_Frank_Schrifttradition digital_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Andresen, Melanie', 'affiliation': 'Universität Stuttgart, Deutschland', 'orcid': '0000-0002-3913-1273'}, {'name': 'Gaertner, Markus', 'affiliation': 'Universitätsbibliothek Stuttgart, Deutschland'}, {'name': 'Jacke, Janina', 'affiliation': 'Georg-August-Universität Göttingen, Seminar für Deutsche Philologie, Deutschland'}, {'name': 'Ketschik, Nora', 'affiliation': 'Universität Stuttgart, Deutschland'}, {'name': 'Pichler, Axel', 'affiliation': 'Universität Stuttgart, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711518,"['Forschungsdaten', 'Textauszüge', 'Nachnutzung', 'Archivierung', 'Veröffentlichung', 'Daten', 'Methoden', 'Forschungsprozess', 'virtuelle Forschungsumgebungen', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711518', 'recid': 7711518}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715448', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Urheberrechtlich geschützte Texte nachnutzen – Der XSample-Workflow,poster,10.5281/zenodo.7711517,['DHd2023_207_Andresen_Urheberrechtlich geschu╠êtzte Texte nachnutzen - Der XSample-Workflow_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Althage, Melanie', 'affiliation': 'Humboldt-Universität zu Berlin, Deutschland', 'orcid': '0000-0001-5233-1061'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711522,"['Digital History', 'Methodenkritik', 'Topic Modeling', 'Programmierung', 'Inhaltsanalyse', 'Daten', 'Methoden', 'Forschungsprozess', 'Werkzeuge', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711522', 'recid': 7711522}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715257', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Digitale Methoden kritisch reflektieren – Die Erweiterung des Werkzeugkastens der Historiker:innen,poster,10.5281/zenodo.7711521,['DHd2023_208_Althage_Digitale Methoden kritisch reflektieren - Die Erweiterung des Werkzeugkastens der H_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Mayer, Manuela', 'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich', 'orcid': '0000-0001-5311-2864'}, {'name': 'Kurz, Stephan', 'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich', 'orcid': '0000-0003-2546-2570'}, {'name': 'Yilmaz, Yasir', 'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich', 'orcid': '0000-0001-5387-3532'}, {'name': 'Sonnberger, Jakob', 'affiliation': 'Zentrum für Informationsmodellierung Universität Graz, Österreich'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711524,"['Edition', 'Diplomatie', 'Frühe Neuzeit', 'Transkription', 'Annotieren', 'Kollaboration', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711524', 'recid': 7711524}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715430', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Das QhoD-Projekt: Digitale Edition von Quellen zur habsburgisch-osmanischen Diplomatie 1500-1918,poster,10.5281/zenodo.7711523,['DHd2023_210_Mayer_Das QhoD-Projekt_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Burghardt, Manuel', 'affiliation': 'Computational Humanities, Universität Leipzig, Deutschland'}, {'name': 'Ruth, Nicolas', 'affiliation': 'Computational Humanities, Universität Leipzig, Deutschland'}, {'name': 'Niekler, Andreas', 'affiliation': 'Computational Humanities, Universität Leipzig, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711528,"['RoBERTa', 'tool studies', 'software entity recognition', 'Inhaltsanalyse', 'Annotieren', 'Text', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711528', 'recid': 7711528}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715899', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Tool Studies 2.0 – Zum Potenzial von Transformern für die Erkennung und Klassifikation von Software-Tools in DH-Publikationen,poster,10.5281/zenodo.7711527,['DHd2023_217_Burghardt_Tool Studies 20 - Zum Potenzial von Transformern fu╠êr die Erkennung_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Dieckmann, Lisa', 'affiliation': 'Universität zu Köln, Deutschland', 'orcid': '0000-0002-1708-7371'}, {'name': 'Steyer, Timo', 'affiliation': 'Universitätsbibliothek Braunschweig, Deutschland', 'orcid': '0000-0003-0218-2269'}, {'name': 'Walkowski, Niels-Oliver', 'affiliation': 'Universität Luxemburg, Luxemburg', 'orcid': '0000-0003-3043-3010'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'orcid': '0000-0002-0080-4362'}, {'name': 'Wuttke, Ulrike', 'affiliation': 'Fachhochschule Potsdam, Deutschland', 'orcid': '0000-0002-8217-4025'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711530,"['Publikation', 'Experimente', 'Kooperation', 'Kommunikation', 'Community-Bildung', 'Veröffentlichung', 'Kollaboration', 'Kommentierung', 'Projektmanagement', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711530', 'recid': 7711530}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715532', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Fabrikation von Erkenntnis: Experimente in den Digital Humanities,poster,10.5281/zenodo.7711529,['DHd2023_219_Dieckmann_Fabrikation von Erkenntnis_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Haider, Thomas Nikolaus', 'affiliation': 'Universität Göttingen, Deutschland'}, {'name': 'Schennach, Stephanie', 'affiliation': 'Universität Göttingen, Deutschland'}, {'name': 'Thelen, Julius', 'affiliation': 'Universität Göttingen, Deutschland'}, {'name': 'Wesche, Jörg', 'affiliation': 'Universität Göttingen, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711534,"['Wikibase', 'Poetik', 'Barock', 'Konfession', 'Religion', 'Linked Open Data', 'Modellierung', 'Organisation', 'Literatur', 'Metadaten', 'Text', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711534', 'recid': 7711534}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715343', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Barockpoetik als Wikibase: Eine Datenbank zu konfessionsgeschichtlichen Aspekten in deutschen Barockpoetiken,poster,10.5281/zenodo.7711533,['DHd2023_226_Haider_Barockpoetik als Wikibase_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Christ, Andreas', 'affiliation': 'Christian-Albrechts-Universität zu Kiel, Deutschland', 'orcid': '0000-0002-3591-2355'}, {'name': 'Diebel, Richard', 'affiliation': 'Christian-Albrechts-Universität zu Kiel, Deutschland', 'orcid': '0000-0001-7525-7175'}, {'name': 'Henzel, Katrin', 'affiliation': 'Christian-Albrechts-Universität zu Kiel, Deutschland', 'orcid': '0000-0001-8260-223X'}, {'name': 'Petersen, Britta', 'affiliation': 'Christian-Albrechts-Universität zu Kiel, Deutschland', 'orcid': '0000-0002-0355-2594'}, {'name': 'Vetter, Angila', 'affiliation': 'Christian-Albrechts-Universität zu Kiel, Deutschland', 'orcid': '0000-0001-7662-191X'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711536,"['Partizipative Forschung', 'FAIRe Lehre', 'OER', 'Citizen Science', 'Inklusion', 'Open Cultural Heritage Data', 'Teilen', 'Community-Bildung', 'Kollaboration', 'Lehre', 'Curricula', 'Infrastruktur', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711536', 'recid': 7711536}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715283', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Digitale Interaktion auf Augenhöhe – drei Wege zu partizipativer Forschung und FAIRer Lehre an der UB Kiel,poster,10.5281/zenodo.7711535,['DHd2023_228_Christ_Digitale Interaktion auf Augenho╠êhe - drei Wege zu partizipativer Forschung_b.pdf'],,
