access_right,imprint_publisher,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,related_identifiers,publication_type,references,title,upload_type,conceptdoi,files,format,xml_id
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Rüdiger, Jan Oliver', 'affiliation': 'Leibniz-Institut für Deutsche Sprache, Deutschland'}, {'name': 'Wolfer, Sascha', 'affiliation': 'Leibniz-Institut für Deutsche Sprache, Deutschland'}, {'name': 'Cotgrove, Louis', 'affiliation': 'Leibniz-Institut für Deutsche Sprache, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711466,"['Zeitverlauf', 'Häufigkeit', 'Exploration', 'Korpustool', 'Visualisierung', 'Corona', 'Presse', 'Mehrworteinheiten', 'N-Gram', 'Lehre', 'Webentwicklung', 'Visualisierung', 'Forschung', 'Forschungsergebnis', 'Visualisierung', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711466', 'recid': 7711466}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715470', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,OWIDplusLIVE - Tagesaktuelle N-Gramm-Analysen,poster,10.5281/zenodo.7711465,['DHd2023_140_Ru╠êdiger_OWIDplusLIVE - Tagesaktuelle N-Gramm-Analysen_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Schrade, Torsten', 'affiliation': 'Akademie der Wissenschaften und der Literatur | Mainz, Deutschland', 'orcid': '0000-0002-0953-2818'}, {'name': 'Stein, Regine', 'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen, Deutschland', 'orcid': '0000-0003-3406-5104'}, {'name': 'Tolksdorf, Julia', 'affiliation': 'Akademie der Wissenschaften und der Literatur | Mainz, Deutschland', 'orcid': '0000-0002-0495-5897'}, {'name': 'Vater, Christian', 'affiliation': 'Akademie der Wissenschaften und der Literatur | Mainz, Deutschland', 'orcid': '0000-0003-1367-8489'}, {'name': 'Weimer, Lukas', 'affiliation': 'Niedersächsische Staats- und Universitätsbibliothek Göttingen, Deutschland', 'orcid': '0000-0001-6919-3646'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711468,"['NFDI', 'NFDI4Culture', 'Text+', 'Community', 'Netzwerkanalyse', 'Graphesis', 'Kartierung', 'Entdeckung', 'Kommunikation', 'Community-Bildung', 'Netzwerkanalyse', 'Kollaboration', 'Infrastruktur', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711468', 'recid': 7711468}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715528', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,NFDI4Culture und Text+ – Kartierung einer Zusammenarbeit,poster,10.5281/zenodo.7711467,['DHd2023_147_Schrade_NFDI4Culture und Text - Kartierung einer Zusammenarbeit_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Piel, Pattrick', 'affiliation': 'Max Weber Stiftung, Deutschland', 'orcid': '0000-0001-5809-2815'}, {'name': 'Töpfer, Marlen', 'affiliation': 'Max Weber Stiftung, Deutschland'}, {'name': 'Günther, Johanna', 'affiliation': 'Max Weber Stiftung, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711470,"['Open Science', 'Open Access', 'Wissenschaftsinfrastruktur', 'Research Infrastructure', 'Open-Access-Transformation', 'Kommunikation', 'Community-Bildung', 'Veröffentlichung', 'Kollaboration', 'Infrastruktur', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711470', 'recid': 7711470}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715450', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Wie die OPERAS-Projekte PRISM und TRIPLE Open Humanities unterstützen können,poster,10.5281/zenodo.7711469,['DHd2023_148_Piel_Wie die OPERAS-Projekte PRISM und TRIPLE Open Humanities unterstu╠êtzen ko╠ênnen_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Gius, Evelyn', 'affiliation': 'Technische Universität Darmstadt, Deutschland', 'orcid': '0000-0001-8888-8419'}, {'name': 'Schöch, Christof', 'affiliation': 'Universität Trier, Deutschland', 'orcid': '0000-0002-4557-2753'}, {'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'orcid': '0000-0002-1421-4320'}, {'name': 'Gerstorfer, Dominik', 'affiliation': 'Technische Universität Darmstadt, Deutschland', 'orcid': '0000-0002-8095-2540'}, {'name': 'Guhr, Svenja', 'affiliation': 'Technische Universität Darmstadt, Deutschland', 'orcid': '0000-0002-7686-3609'}, {'name': 'Ripoll, Elodie', 'affiliation': 'Universität Trier, Deutschland', 'orcid': '0000-0003-4782-769X'}, {'name': 'Sluyter-Gäthje, Henny', 'affiliation': 'Universität Potsdam, Deutschland', 'orcid': '0000-0003-2969-3237'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711472,"['Journal', 'Open Access', 'Review', 'Workflow', 'Community', 'Computational Literary Studies', 'Teilen', 'Community-Bildung', 'Veröffentlichung', 'Organisation', 'Forschungsprozess', 'Forschungsergebnis', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711472', 'recid': 7711472}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715496', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Opening a Journal. Erfahrungen bei der Gründung des Journal of Computational Literary Studies,poster,10.5281/zenodo.7711471,['DHd2023_151_Gius_Opening a Journal Erfahrungen bei der Gru╠êndung des Journal_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Wintjes, Jorit', 'affiliation': 'Julius-Maximilians-Universität, Deutschland, Deutschland'}, {'name': 'Pielström, Steffen', 'affiliation': 'Julius-Maximilians-Universität, Deutschland, Deutschland'}, {'name': 'Bock, Sina', 'affiliation': 'Julius-Maximilians-Universität, Deutschland, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711476,"['Konfliktsimulation', 'Modellierung', 'facilitator-based-simulations', 'agent-based simulations', 'Programmierung', 'Modellierung', 'Lehre', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711476', 'recid': 7711476}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715769', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Die historische Konfliktsimulation als wissenschaftliches Modellierungsproblem in der Lehre,poster,10.5281/zenodo.7711475,['DHd2023_159_Wintjes_Die historische Konfliktsimulation als wissenschaftliches Modellierungsproblem_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Hilger, Agnes', 'affiliation': 'Julius-Maximilians-Universität Würzburg, Deutschland', 'orcid': '0000-0002-7636-341X'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711478,"['Beschreibung', 'Telling', 'Showing', 'Literaturgeschichte', 'Roman', 'Inhaltsanalyse', 'Modellierung', 'Stilistische Analyse', 'Literatur', 'Forschungsergebnis', 'Text', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711478', 'recid': 7711478}",2023-03-10,"[{'identifier': 'Version 1 10.5281/zenodo.7715353', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'handle'}]",,,"Dunkelgrün, blassgrün, fenchelgrün oder: Über die Konkretisierung des Vokabulars im deutschsprachigen Roman (1760–1920)",poster,10.5281/zenodo.7711477,"['DHd2023_160_Hilger_Dunkelgru╠ên, blassgru╠ên, fenchelgru╠ên oder_b.pdf']",,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Bigalke, Jan', 'affiliation': 'Universität zu Köln, Cologne Center for eHumanities, Deutschland', 'orcid': '0000-0003-0721-9980'}, {'name': 'Blumtritt, Jonathan', 'affiliation': 'Universität zu Köln, Cologne Center for eHumanities, Deutschland', 'orcid': '0000-0002-1438-379X'}, {'name': 'Gengnagel, Tessa', 'affiliation': 'Universität zu Köln, Cologne Center for eHumanities, Deutschland', 'orcid': '0000-0001-8820-5112'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711482,"['Digital History', 'Prosopographie', 'Sozialgeschichte', 'Sozialtopographie', 'Umwandlung', 'Räumliche Analyse', 'Modellierung', 'Netzwerkanalyse', 'Visualisierung', 'named entities', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711482', 'recid': 7711482}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715269', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Beginen in Köln: Von der Textdatenbank zur zeitgemäßen digitalen Auszeichnung und Analyse,poster,10.5281/zenodo.7711481,['DHd2023_161_Bigalke_Beginen in Ko╠êln_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Bläß, Sandra', 'affiliation': 'Universität Hamburg, Deutschland'}, {'name': 'Flüh, Marie', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0002-1707-284X'}, {'name': 'Nantke, Julia', 'affiliation': 'Universität Hamburg, Deutschland', 'orcid': '0000-0002-8037-1009'}, {'name': 'Reul, Christian', 'affiliation': 'Universität Würzburg, Deutschland', 'orcid': '0000-0002-1776-1469'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711484,"['Digitale Edition', 'HTR', 'Named Entity Recognition', 'Briefanalyse', 'Teilen', 'Datenerkennung', 'Sammlung', 'Bilderfassung', 'Bearbeitung', 'Daten', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711484', 'recid': 7711484}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715315', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,"Analyse, Produktion, Reflexion: Nachnutzungsszenarien für Forschungsdaten am Beispiel der Daten des Projekts Dehmel digital",poster,10.5281/zenodo.7711483,"['DHd2023_166_Bla╠ê├ƒ_Analyse, Produktion, Reflexion_b.pdf']",,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Dürfeld, Michael', 'affiliation': 'TU Berlin, Deutschland'}, {'name': 'Stein, Christian', 'affiliation': 'HU Berlin, Deutschland'}, {'name': 'List, Ferdinand', 'affiliation': 'UdK Berlin, Deutschland'}, {'name': 'Rahman, Zead', 'affiliation': 'TU Berlin, Deutschland'}, {'name': 'Dias, Renata', 'affiliation': 'UdK Berlin, Deutschland'}, {'name': 'Thran, Niklas', 'affiliation': 'UdK Berlin, Deutschland'}, {'name': 'Marschner, Michèle', 'affiliation': 'Uni Potsdam, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711486,"['Kollaboration', 'Architekturforschung', 'Vernetzungsplattform', 'Graphentechnologie', 'Akteursnetzwerk', 'Modellierung', 'Annotieren', 'Netzwerkanalyse', 'Bewertung', 'Kollaboration', 'Webentwicklung', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711486', 'recid': 7711486}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715301', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,ARS - Architecture Research Stage,poster,10.5281/zenodo.7711485,['DHd2023_167_Du╠êrfeld_ARS - Architecture Research Stage_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Brunner, Annelen', 'affiliation': 'Leibniz-Institut für Deutsche Sprache, Deutschland', 'orcid': '0000-0002-2704-1190'}, {'name': 'Katrin, Hein', 'affiliation': 'Leibniz-Institut für Deutsche Sprache, Deutschland'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711488,"['Komposita', 'Muster', 'Webanwendung', 'Strukturanalyse', 'Annotieren', 'Webentwicklung', 'Visualisierung', 'Daten', 'Sprache', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711488', 'recid': 7711488}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715273', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,KoMuX - Der Kompositamuster-Explorer,poster,10.5281/zenodo.7711487,['DHd2023_168_Brunner_KoMuX - Der Kompositamuster-Explorer_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Brandes, Vanessa', 'affiliation': 'Theodor Fontane Gesellschaft e.V.'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'orcid': '0000-0001-5584-4807'}, {'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam', 'orcid': '0000-0002-1421-4320'}, {'name': 'Zimmermann, Ronny', 'affiliation': 'Theodor Fontane Gesellschaft e.V.; Theodor-Fontane-Archiv | Universität Potsdam'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture, 10.5281/zenodo.7711489,"['3D-Modell', 'Vermittlung', 'Kulturdaten', 'Open Archives', 'Gestaltung', 'Kommunikation', '3D-Bilder', 'Interaktion', 'Literatur', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711490', 'recid': 7711490}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715512', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Open Archives VR. Ein 3D-Modell des Theodor-Fontane-Archivs als interaktiver Erlebnis- und Kommunikationsraum,poster,10.5281/zenodo.7711489,['DHd2023_172_Brandes_Open Archives VR Ein 3D-Modell des Theodor-Fontane-Archivs_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Mayer, Desiree', 'affiliation': 'Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden (SLUB), Deutschland', 'orcid': '0000-0003-0958-886X'}, {'name': 'Kailus, Angela', 'affiliation': 'Philipps-Universität Marburg, Deutschland', 'orcid': '0000-0003-1514-2258'}]",Eine Posterpr&auml;sentation auf der 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture,10.5281/zenodo.7711492,"['Beratung', 'Service', 'Hilfestellung', 'Daten', 'Metadaten', 'Forschung', 'Forschungsprozess', 'Standards', 'Werkzeuge', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711492', 'recid': 7711492}",2023-03-10,"[{'identifier': '10.5281/zenodo.7715428', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Der NFDI4Culture Helpdesk – ein Beratungsangebot für die Kulturwissenschaften,poster,10.5281/zenodo.7711491,['DHd2023_174_Mayer_Der NFDI4Culture Helpdesk - ein Beratungsangebot fu╠êr die Kulturwissenschaften_b.pdf'],,
open,Zenodo,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}]","[{'name': 'Gebhard, Henning', 'affiliation': 'Ruhr Universität Bochum, Deutschland', 'orcid': '0000-0001-7853-1950'}, {'name': 'Jha, Vandana', 'affiliation': 'Karlsruhe Institute for Technology, Deutschland', 'orcid': '0000-0002-6629-0042'}, {'name': 'Tögel, Philipp', 'affiliation': 'Karlsruhe Institute for Technology, Deutschland', 'orcid': '0000-0002-1791-0268'}, {'name': 'Dipper, Stefanie', 'affiliation': 'Ruhr Universität Bochum, Deutschland', 'orcid': '0000-0003-4357-9078'}, {'name': 'Elwert, Frederik', 'affiliation': 'Ruhr Universität Bochum, Deutschland', 'orcid': '0000-0001-9149-9377'}, {'name': 'Tonne, Danah', 'affiliation': 'Karlsruhe Institute for Technology, Deutschland', 'orcid': '0000-0001-6296-7282'}]","Eine Posterpräsentation auf der 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum"" - DHd 2023 Open Humanities Open Culture",10.5281/zenodo.7711495,"['Metaphern', 'Religion', 'Annotation', 'Thesaurus', 'Linked Open Data', 'Modellierung', 'Annotieren', 'Infrastruktur', 'Projekte', 'Forschung', 'virtuelle Forschungsumgebungen', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7711496', 'recid': 7711496}",2023-03-10,,,,Metaphors of Religion,poster,10.5281/zenodo.7711495,['DHd2023_177_Gebhard_Metaphors of Religion_b.pdf'],,
