access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,imprint_publisher,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,related_identifiers,publication_type,references,title,upload_type,conceptdoi,files,format,xml_id
open,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,Zenodo,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}, {'name': 'Plum, Alistair', 'affiliation': 'University of Luxembourg', 'type': 'ProjectMember', 'orcid': '0000-0003-0977-3467'}, {'name': 'Wolter, Vivien', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-9982-9382'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-0080-4362'}, {'name': 'Chudoba, Hendrik', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember'}]","[{'name': 'Aehnlich, Barbara', 'affiliation': 'Friedrich-Schiller-Universität Jena, Deutschland', 'orcid': '0000-0003-1492-7766'}, {'name': 'Kunze, Petra', 'affiliation': 'Thüringer Universitäts- und Landesbibliothek Jena, Deutschland'}]","&quot;Flurnamen sind die Bezeichnungen f&uuml;r alle nat&uuml;rlichen oder durch den Menschen beeinflussten Landschaftsr&auml;ume, an denen sich der Mensch lokal orientiert. Sie sind gekennzeichnet durch einen engen Kommunikationsradius und eine geringe Stabilit&auml;t, da sich in ihnen Ver&auml;nderungen in der Gesellschaft und in &ouml;rtlichen Gegebenheiten widerspiegeln. Als Bestandteil regionaler Identit&auml;t dienen sie der Identifikation mit der den Menschen umgebenden Kulturlandschaft; als sprachliche Relikte und wertvolle historische Zeugnisse einer Region berichten sie vom kulturellen Leben in den th&uuml;ringischen Ortschaften in fr&uuml;heren Zeiten. Flurnamen zu erheben und zu analysieren, ist das Ziel der &uuml;ber 100-j&auml;hrigen Flurnamenforschung in Th&uuml;ringen. Mit der Digitalisierung der Best&auml;nde des Zettelarchivs der Universit&auml;t Jena und deren Darstellung im Th&uuml;ringischen Flurnamenportal sowie der Erhebung weiterer Flurnamen im Rahmen eines Citizen-Science-Projektes verfolgen wir einen Open-Culture-Ansatz &ndash; diese sprachlichen Denkm&auml;ler sollen im kulturellen Ged&auml;chtnis erhalten werden. Das Poster stellt den th&uuml;ringischen Ansatz zur digitalen Aufbereitung des regionalen Flurnamenschatzes und zur b&uuml;rgerwissenschaftlichen Flurnamenforschung vor.&quot; Ein Beitrag zur 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture.",10.5281/zenodo.7715251,"['Flurnamenforschung', 'Thüringisches Flurnamenportal', 'kulturelles Erbe', 'Citizen Science', 'Open Culture', 'Digitalisierung Flurnamenarchiv', 'Sammlung', 'Archivierung', 'Community-Bildung', 'Kollaboration', 'Visualisierung', 'Karte', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7715251', 'recid': 7715251}",2023-03-10,"[{'identifier': '10.5281/zenodo.7688632', 'relation': 'isPartOf', 'resource_type': 'publication-book', 'scheme': 'doi'}, {'identifier': '10.5281/zenodo.7711426', 'relation': 'isSupplementedBy', 'resource_type': 'poster', 'scheme': 'doi'}]",conferencepaper,,Das Thüringische Flurnamenportal,publication,10.5281/zenodo.7715250,"['AEHNLICH_Barbara_Das_Th_ringische_Flurnamenportal.xml', 'AEHNLICH_Barbara_Das_Th_ringische_Flurnamenportal.pdf']",,
open,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,Zenodo,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}, {'name': 'Plum, Alistair', 'affiliation': 'University of Luxembourg', 'type': 'ProjectMember', 'orcid': '0000-0003-0977-3467'}, {'name': 'Wolter, Vivien', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-9982-9382'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-0080-4362'}, {'name': 'Chudoba, Hendrik', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember'}]","[{'name': 'Albani, Benedetta', 'affiliation': 'Max Planck Institut for Legal History and Legal Theory, Deutschland'}, {'name': 'Anokhina, Alexandra', 'affiliation': 'Max Planck Institut for Legal History and Legal Theory, Deutschland'}, {'name': 'Park, Yohan', 'affiliation': 'Max Planck Institut for Legal History and Legal Theory, Deutschland'}]","In this paper we present some solutions developed in the context of our research group to address problems and needs related to working with historical data. Our work is based on an extensive dataset derived from judicial sources from the 16th and 17th centuries preserved in the Vatican Archives. The project aligns two digital approaches. Firstly, building a knowledge base using computational ontologies and graph databases and publishing the open research data following FAIR guidelines. Secondly, developing a set of web apps focusing on network and geospatial analysis, interactive system of archival references and timeline. This is an ongoing and open source project active in the research group &quot;Normative knowledge in the praxis of the Congregation of the Council&quot; at the MPI for Legal History and Legal Theory. Ein Beitrag zur 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture.",10.5281/zenodo.7715255,"['FAIR data', 'linked data', 'semantic web', 'graph database', 'historical data', 'ontologies', 'visualization', 'Räumliche Analyse', 'Modellierung', 'Kontextsetzung', 'Theoretisierung', 'Netzwerkanalyse', 'Visualisierung', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7715255', 'recid': 7715255}",2023-03-10,"[{'identifier': '10.5281/zenodo.7688632', 'relation': 'isPartOf', 'resource_type': 'publication-book', 'scheme': 'doi'}]",conferencepaper,,From the Secret Archive to open and fair access. Ways of modelling legal ecclesiastical data from the XVI and XVII centuries,publication,10.5281/zenodo.7715254,"['ALBANI_Benedetta_From_the_Secret_Archive_to_open_and_fair_ac.xml', 'ALBANI_Benedetta_From_the_Secret_Archive_to_open_and_fair_ac.pdf']",,
open,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,Zenodo,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}, {'name': 'Plum, Alistair', 'affiliation': 'University of Luxembourg', 'type': 'ProjectMember', 'orcid': '0000-0003-0977-3467'}, {'name': 'Wolter, Vivien', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-9982-9382'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-0080-4362'}, {'name': 'Chudoba, Hendrik', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember'}]","[{'name': 'Althage, Melanie', 'affiliation': 'Humboldt-Universität zu Berlin, Deutschland', 'orcid': '0000-0001-5233-1061'}]","Das vorgeschlagene Poster bietet Einblicke in das laufende Dissertationsprojekt &quot;Mining the Historian&#39;s Web &ndash; Methodenkritische Reflexion quantitativer Verfahren zur Analyse genuin digitaler Quellen am Beispiel der historischen Fachkommunikation&quot;. Im Zentrum der Arbeit steht die methodenkritische Untersuchung der Adaptierbarkeit etablierter Textanalysemethoden der Digital Humanities und Computerwissenschaften f&uuml;r historische Quellen und Forschungsfragen. Hintergrund ist die Annahme, dass digitale Methoden wie bspw. Topic Modeling nicht ohne Weiteres auf historische Anwendungsf&auml;lle &uuml;bertragbar sind, da sie in fachfremden Disziplinen entwickelt wurden. Um sie produktiv in den &quot;Werkzeugkasten&quot; der Historiker:innen zu integrieren, ist die Kluft zwischen historischer Fachdisziplin und fachfremder Methode zu identifizieren und durch geeignete Strategien zu &uuml;berwinden. Ein Ziel der Arbeit ist es dementsprechend, Best Practices f&uuml;r die Reflexion und Integration digitaler Methoden in den geschichtswissenschaftlichen Methodenapparat zu entwickeln, womit ein Beitrag zur Etablierung einer Methodenkritik f&uuml;r die Digital History geleistet wird. Ein Beitrag zur 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture.",10.5281/zenodo.7715257,"['Digital History', 'Methodenkritik', 'Topic Modeling', 'Programmierung', 'Inhaltsanalyse', 'Daten', 'Methoden', 'Forschungsprozess', 'Werkzeuge', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7715257', 'recid': 7715257}",2023-03-10,"[{'identifier': '10.5281/zenodo.7688632', 'relation': 'isPartOf', 'resource_type': 'publication-book', 'scheme': 'doi'}, {'identifier': '10.5281/zenodo.7711522', 'relation': 'isSupplementedBy', 'resource_type': 'poster', 'scheme': 'doi'}]",conferencepaper,,Digitale Methoden kritisch reflektieren – Die Erweiterung des Werkzeugkastens der Historiker:innen,publication,10.5281/zenodo.7715256,"['ALTHAGE_Melanie_Digitale_Methoden_kritisch_reflektieren___Di.pdf', 'ALTHAGE_Melanie_Digitale_Methoden_kritisch_reflektieren___Di.xml']",,
open,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,Zenodo,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}, {'name': 'Plum, Alistair', 'affiliation': 'University of Luxembourg', 'type': 'ProjectMember', 'orcid': '0000-0003-0977-3467'}, {'name': 'Wolter, Vivien', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-9982-9382'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-0080-4362'}, {'name': 'Chudoba, Hendrik', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember'}]","[{'name': 'Ehlers, Lena', 'affiliation': 'Universität Stuttgart, Deutschland', 'orcid': '0000-0002-8860-3740'}, {'name': 'Andresen, Melanie', 'affiliation': 'Universität Stuttgart, Deutschland', 'orcid': '0000-0002-3913-1273'}]","Eines der Hindernisse, die der freien Weitergabe von Forschungsdaten im Sinne der Open-Science-Bewegung im Wege stehen, ist das Urheberrecht (UrhG). Dieses erschwert die Einhaltung der guten wissenschaftlichen Praxis und der FAIR-Prinzipien (Wilkinson et al. 2016) insbesondere bei Forschung zu zeitgen&ouml;ssischen Texten. F&uuml;r urheberrechtlich gesch&uuml;tzte Texte besteht bisher nur die M&ouml;glichkeit, sog. abgeleitete Textformate (Sch&ouml;ch et al. 2020) f&uuml;r &quot;non-consumptive access&quot; (Organisciak und Downie 2021) zu ver&ouml;ffentlichen, etwa in Form von Frequenzlisten. Geisteswissenschaftliche Forschungsprojekte sind allerdings h&auml;ufig auf die Verf&uuml;gbarkeit von textuellem Kontext angewiesen, der erst eine angemessene Interpretation der Daten erlaubt. Um die Nachnutzbarkeit von Textdaten in dieser Hinsicht zu unterst&uuml;tzen, wurde im Projekt XSample ein Workflow entwickelt, der auf das Recht zur Weitergabe von Textausz&uuml;gen aufbaut, und dabei erm&ouml;glicht, die Ausz&uuml;ge auf das eigene Forschungsanliegen hin zu optimieren. Diesen Workflow wollen wir pr&auml;sentieren. Ein Beitrag zur 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture.",10.5281/zenodo.7715259,"['Drama', 'Annotation', 'Computational Literary Studies', 'Datenerkennung', 'Strukturanalyse', 'Annotieren', 'Literatur', 'Text', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7715259', 'recid': 7715259}",2023-03-10,"[{'identifier': '10.5281/zenodo.7688632', 'relation': 'isPartOf', 'resource_type': 'publication-book', 'scheme': 'doi'}, {'identifier': '10.5281/zenodo.7711508', 'relation': 'isSupplementedBy', 'resource_type': 'poster', 'scheme': 'doi'}]",conferencepaper,,Klassifikation von Figurenauf- und -abtritten in XML-kodierten Dramen,publication,10.5281/zenodo.7715258,"['ANDRESEN_Melanie_Klassifikation_von_Figurenauf__und__abtritt.pdf', 'ANDRESEN_Melanie_Klassifikation_von_Figurenauf__und__abtritt.xml']",,
open,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,Zenodo,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}, {'name': 'Plum, Alistair', 'affiliation': 'University of Luxembourg', 'type': 'ProjectMember', 'orcid': '0000-0003-0977-3467'}, {'name': 'Wolter, Vivien', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-9982-9382'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-0080-4362'}, {'name': 'Chudoba, Hendrik', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember'}]","[{'name': 'Balck, Sandra', 'affiliation': 'IOS Regensburg, Deutschland'}, {'name': 'Frank, Ingo', 'affiliation': 'IOS Regensburg, Deutschland'}]","Der Beitrag befasst sich mit Digitalen Editionen als Ausgangspunkt f&uuml;r Analysen und Visualisierungen von Reiseberichten. M&ouml;glich wird dies durch die Entwicklung von Kategorien f&uuml;r Reiseereignisse und Reisebeobachtungen. Als L&ouml;sungsansatz wird eine Kombination aus Textauszeichnung, semantischer Annotation und ontologiebasierter Modellierung auf Grundlage von TEI und CRM diskutiert. Eingegangen wird zudem auf Interoperabilit&auml;ts- und Ausdrucksprobleme von TEI und CRM. Ein Beitrag zur 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture.",10.5281/zenodo.7715261,"['Digitale Edition', 'Historische Reiseberichte', 'Ontologie', 'Modellierung', 'Annotieren', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7715261', 'recid': 7715261}",2023-03-10,"[{'identifier': '10.5281/zenodo.7688632', 'relation': 'isPartOf', 'resource_type': 'publication-book', 'scheme': 'doi'}]",conferencepaper,,"Digitale Editionen von historischen Reiseberichten öffnen: Open Text und Open Data mit einheitlicher Textauszeichnung, semantischer Annotation und ontologiebasierter Datenmodellierung",publication,10.5281/zenodo.7715260,"['BALCK_Sandra_Digitale_Editionen_von_historischen_Reiseberich.pdf', 'BALCK_Sandra_Digitale_Editionen_von_historischen_Reiseberich.xml']",,
open,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,Zenodo,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}, {'name': 'Plum, Alistair', 'affiliation': 'University of Luxembourg', 'type': 'ProjectMember', 'orcid': '0000-0003-0977-3467'}, {'name': 'Wolter, Vivien', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-9982-9382'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-0080-4362'}, {'name': 'Chudoba, Hendrik', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember'}]","[{'name': 'Bamberg, Claudia', 'affiliation': 'Universität Trier, Deutschland'}, {'name': 'Dörk, Uwe', 'affiliation': 'Kulturwissenschaftliches Institut, Essen, Deutschland'}, {'name': 'Wierzock, Alexander', 'affiliation': 'Kulturwissenschaftliches Institut, Essen, Deutschland'}, {'name': 'Trautmann, Tatjana', 'affiliation': 'Schleswig-Holsteinische Landesbibliothek, Kiel'}, {'name': 'Burch, Thomas', 'affiliation': 'Universität Trier, Deutschland'}, {'name': 'Petkov, Radoslav', 'affiliation': 'Universität Trier, Deutschland'}]","&quot;Randnotizen spielen in digitalen Editionen bisher nur eine marginale Rolle. In der brieflichen Kommunikation von Ferdinand T&ouml;nnies, Mitbegr&uuml;nder der Soziologie, treten Randnotizen episodisch in bestimmten, intensiven Beziehungskonstellationen auf und spielen dann eine zentrale Rolle. Aufgrund dieser wichtigen Funktion musste f&uuml;r Randnotizen eine angemessene Pr&auml;sentationsweise in der digitalen Edition der Briefe T&ouml;nnies&#39; gefunden werden. Weder eine rein topografische Wiedergabe der Randnotizen noch eine kontextbasierte Pr&auml;sentationsweise eignet sich f&uuml;r unsere Erkenntnissinteressen. Daher wird die Briefedition mit der M&ouml;glichkeit einer wechselbaren dualen Textwiedergabe ausgestattet. Daf&uuml;r werden die Randnotizen in der virtuellen Forschungsumgebung FuD hinsichtlich ihrer Anordnung auf der Seite ausgezeichnet und mit eindeutigen Identifiern versehen, die ihre Verkn&uuml;pfung untereinander und innerhalb des Kernbrieftextes abbilden. Zugleich erm&ouml;glicht diese Art der Kodierung auch eine quantitative und qualitative Analyse des Ph&auml;nomens &#39;Randnotizen&#39;.&quot; Ein Beitrag zur 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture.",10.5281/zenodo.7715263,"['digitale Briefedition', 'Ferdinand Tönnies', 'Datenmodellierung', 'Randnotizen', 'Transkription', 'Strukturanalyse', 'Räumliche Analyse', 'Modellierung', 'Annotieren', 'Text', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7715263', 'recid': 7715263}",2023-03-10,"[{'identifier': '10.5281/zenodo.7688632', 'relation': 'isPartOf', 'resource_type': 'publication-book', 'scheme': 'doi'}]",conferencepaper,,'Zu Rande kommen': Phänomen und Präsentation von Randnotizen am Beispiel der digitalen Ferdinand-Tönnies-Briefedition,publication,10.5281/zenodo.7715262,"['BAMBERG_Claudia__Zu_Rande_kommen___Ph_nomen_und_Pr_sentation.pdf', 'BAMBERG_Claudia__Zu_Rande_kommen___Ph_nomen_und_Pr_sentation.xml']",,
open,[{'identifier': 'dhd'}],DHd 2023,13.03.2023-17.03.2023,"Trier, Luxemburg","DHd 2023 Open Humanities Open Culture. 9. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://dhd2023.dig-hum.de/,Zenodo,"[{'name': 'Trilcke, Peer', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0002-1421-4320'}, {'name': 'Busch, Anna', 'affiliation': 'Universität Potsdam, Deutschland', 'type': 'Editor', 'orcid': '0000-0001-5584-4807'}, {'name': 'Helling, Patrick', 'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'type': 'Editor', 'orcid': '0000-0003-4043-165X'}, {'name': 'Plum, Alistair', 'affiliation': 'University of Luxembourg', 'type': 'ProjectMember', 'orcid': '0000-0003-0977-3467'}, {'name': 'Wolter, Vivien', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-9982-9382'}, {'name': 'Weis, Joëlle', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember', 'orcid': '0000-0002-0080-4362'}, {'name': 'Chudoba, Hendrik', 'affiliation': 'Universität Trier, Deutschland', 'type': 'ProjectMember'}]","[{'name': 'Bell, Peter', 'affiliation': 'Philipps-Universität Marburg, Deutschland'}]","Unter dem Hashtag #aiart erscheinen t&auml;glich tausende k&uuml;nstlich erzeugte Bilder. Der Vortrag reflektiert diese Entwicklungen, indem er die Bilder mit Methoden der Kunstkritik wertet und zugrundeliegende Prozesse analysiert. Dabei wird auch die federf&uuml;hrende Rolle der openai-Stiftung diskutiert und wie deren j&uuml;ngste Entwicklung DALL-E 2 in vielf&auml;ltiger Hinsicht nicht als &#39;open&#39; bezeichnet werden kann. Somit werden Modelle wie VQGAN betrachtet, deren Architekturen analysierbarer sind. Neben der Medienarch&auml;ologie zu neuronalen Netzen und dem maschinellen Lernen sollen klassische Kategorien der Kunstkritik einbezogen werden wie Erfindung, Komposition, Ausdruck, Stil und Decorum. Anhand der exemplarischen Beurteilung der synthetischen Bilder soll es weniger um diese Urteile als um die Aufstellung von Kriterien und Erkenntnisse &uuml;ber die Potentiale von aiart gehen. Dabei zeichnet sich ab, dass wir es mit einer Form von Mimikry zu tun haben, durch die Oberfl&auml;chen und Stile immer besser imitiert werden k&ouml;nnen, w&auml;hrend komplexere Kompositionen und Konzepte scheitern. Ein Beitrag zur 9. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2023 Open Humanities Open Culture.",10.5281/zenodo.7715267,"['Digitale Kunstgeschichte', 'Kunstkritik', 'Computer Vision', 'aiart', 'Dall-e 2', 'openai', 'Critical Machine Vision', 'Bildverarbeitung', 'Bilderfassung', 'Gestaltung', 'Bewertung', 'Stilistische Analyse', 'Bilder', 'Visualisierung', 'DHd2023']",cc-by-4.0,,"{'doi': '10.5281/zenodo.7715267', 'recid': 7715267}",2023-03-10,"[{'identifier': '10.5281/zenodo.7688632', 'relation': 'isPartOf', 'resource_type': 'publication-book', 'scheme': 'doi'}]",conferencepaper,,Open and Closed AI. Eine Kunstkritik künstlich generierter Bilder,publication,10.5281/zenodo.7715266,"['BELL_Peter_Open_and_Closed_AI__Eine_Kunstkritik_k_nstlich_ge.xml', 'BELL_Peter_Open_and_Closed_AI__Eine_Kunstkritik_k_nstlich_ge.pdf']",,
